user_id,first_tran_date,location,age,gender
42638079,2018-09-25,HCMC,28_to_32,Male
52657795,2020-01-22,Other,18_to_22,Male
48209846,2019-11-08,Other,28_to_32,Male
40046092,,HCMC,33_to_37,Male
43687870,2018-10-31,Other,23_to_27,Male
49191375,2019-10-03,Other,28_to_32,Male
55044853,2020-04-09,HCMC,23_to_27,Female
53864185,2020-03-05,Other,28_to_32,Male
46989751,2019-09-12,HCMC,18_to_22,Female
4817921,2019-09-22,HN,18_to_22,Male
41244610,2018-05-17,HN,28_to_32,Male
25885274,2016-10-16,HCMC,>37,Female
43803378,2018-10-17,Other,33_to_37,Male
48071789,2019-07-09,Unknown,23_to_27,Female
42166325,2018-06-27,Other,23_to_27,Male
53020235,2020-02-23,Other,unknown,Male
45981166,2020-02-17,HCMC,23_to_27,Male
22122737,2020-02-19,HCMC,unknown,Male
38677681,2017-11-24,HCMC,23_to_27,Male
49923414,2019-10-13,Unknown,unknown,Male
2155077,2020-02-01,Unknown,unknown,Female
52282081,2020-02-26,HN,unknown,Male
53772828,2020-03-08,Other,>37,Male
45645711,2019-02-15,HCMC,28_to_32,Female
42239922,2019-09-17,HN,>37,Male
52790368,2020-02-05,HN,28_to_32,Male
32657002,2020-05-15,HCMC,28_to_32,Female
22903121,2019-12-26,HCMC,28_to_32,Male
43609917,2018-11-07,HCMC,23_to_27,Male
30091481,2019-05-08,HCMC,28_to_32,Male
57763228,2020-08-19,Other,18_to_22,Male
35765306,2019-08-07,HN,33_to_37,Female
38977253,2018-02-14,Other,28_to_32,Female
55497430,2020-05-03,HCMC,18_to_22,Male
41736980,2019-02-01,Other,18_to_22,Male
57493355,2020-07-30,HCMC,33_to_37,Male
54334311,2020-03-12,HCMC,33_to_37,Male
42954467,2018-08-18,Other,33_to_37,Male
41224189,2020-02-06,Other,unknown,Male
41530600,2018-04-07,Other,23_to_27,Male
51842248,2019-12-21,HN,unknown,Male
40414457,2018-03-27,HCMC,28_to_32,Male
57918109,2020-08-16,HN,>37,Female
37721013,2018-11-27,HCMC,28_to_32,Male
44522453,2019-03-25,HN,unknown,Male
18551678,2018-12-20,HN,23_to_27,Female
36378319,2016-10-31,HN,>37,Male
47614376,2019-07-02,Other,28_to_32,Female
4114776,2019-10-24,Other,18_to_22,Male
1093979,2019-08-01,Other,unknown,Male
3666873,2019-02-21,Unknown,33_to_37,Male
52953002,2020-02-15,Other,23_to_27,Female
49340074,2019-09-16,HCMC,23_to_27,Male
49762783,2019-10-06,Other,>37,Male
5467835,2020-03-02,HCMC,28_to_32,Female
40571258,2017-12-19,Other,28_to_32,Male
45849892,2019-03-15,HN,>37,Male
56820865,2020-07-04,HCMC,33_to_37,Male
36750106,2019-12-03,Other,23_to_27,Male
40315799,2018-06-19,Unknown,23_to_27,Male
43454415,2018-10-12,Other,28_to_32,Male
41048329,2018-03-01,HCMC,>37,Male
57150428,2020-07-22,Other,33_to_37,Male
44745606,2019-04-13,Other,23_to_27,Male
44632466,2019-03-14,HCMC,23_to_27,Female
45602626,2019-07-31,Other,28_to_32,Female
43871689,2018-11-02,HCMC,18_to_22,Male
42169082,2019-03-17,Other,18_to_22,Female
40678078,2019-06-01,Other,23_to_27,Female
33989575,2019-12-01,Other,23_to_27,Male
46660691,2019-11-02,HCMC,28_to_32,Female
37563271,2019-07-04,HCMC,28_to_32,Female
28857771,2017-12-06,HCMC,33_to_37,Female
44149125,2020-01-31,HN,23_to_27,Female
38928600,2017-06-04,Other,33_to_37,Female
7733833,2020-11-06,HN,33_to_37,Female
42171993,2018-06-16,Other,23_to_27,Male
34435932,2020-02-08,HCMC,23_to_27,Female
45225292,2020-07-08,HN,28_to_32,Male
35650752,2016-07-15,Other,unknown,Male
48173068,2019-08-22,HCMC,>37,Female
45064882,2019-01-13,HN,23_to_27,Male
31374152,2018-04-19,Other,23_to_27,Male
50859603,2020-08-01,HCMC,>37,Male
48845904,2019-09-07,HN,18_to_22,Male
47879024,2019-06-28,Other,23_to_27,Male
34070578,2019-02-28,HN,23_to_27,Male
34478079,2019-05-24,HCMC,>37,Female
49711647,2020-05-25,Other,23_to_27,Male
56010464,2020-05-30,Other,23_to_27,Female
46510295,2019-04-11,HCMC,28_to_32,Female
56173427,2020-09-28,Other,unknown,Male
41856135,2020-01-20,Other,18_to_22,Male
44762248,2019-01-10,Other,unknown,Female
47173495,2019-06-13,HCMC,>37,Male
39839951,2019-11-04,HCMC,18_to_22,Female
56785357,2020-07-02,HCMC,28_to_32,Male
57039451,2020-07-10,Other,unknown,Female
58162198,2020-08-26,Other,unknown,Male
31443965,2017-07-27,Other,>37,Male
8202635,2018-12-31,Other,>37,Male
49133943,2019-11-11,Other,18_to_22,Male
42485116,2020-05-23,Other,unknown,Female
2853911,2018-08-15,HN,>37,Male
57099501,2020-08-06,HN,18_to_22,Female
6463524,2020-02-08,Other,>37,Male
8145720,2019-09-20,Other,unknown,Male
48810550,2019-09-24,Other,23_to_27,Female
44599392,2020-05-12,Other,33_to_37,Male
6896729,2019-11-13,HCMC,33_to_37,Female
52527229,2020-03-03,Other,unknown,Male
51165548,2019-11-27,Other,unknown,Male
52678556,2020-01-19,Other,unknown,Male
39183944,2018-02-25,HN,28_to_32,Male
39215058,2018-12-31,HCMC,23_to_27,Female
45800131,2019-07-07,HCMC,23_to_27,Male
40539104,2017-12-19,Other,unknown,Female
43136410,2018-12-27,Other,28_to_32,Female
48631511,2019-08-11,HCMC,33_to_37,Male
47806354,2019-06-25,HN,23_to_27,Female
28820648,2019-03-03,HCMC,23_to_27,Male
39746885,2020-11-12,HCMC,18_to_22,Male
45857098,2019-03-26,Other,18_to_22,Female
54861769,2020-03-30,Other,28_to_32,Female
29780974,2020-02-08,HCMC,28_to_32,Male
39994955,2017-09-23,HCMC,28_to_32,Male
45785346,2019-05-19,HCMC,23_to_27,Male
22052853,2018-02-24,HN,33_to_37,Male
43850000,2018-11-12,HN,33_to_37,Male
31307655,2020-01-30,HN,>37,Male
41798904,2018-05-10,HN,33_to_37,Male
44399651,2018-12-28,HCMC,>37,Male
49335218,2019-09-15,Other,23_to_27,Male
50160419,2020-10-15,HCMC,33_to_37,Female
51733273,2019-12-16,Other,28_to_32,Female
35070887,2019-01-05,Other,28_to_32,Male
43231096,2019-02-12,HCMC,18_to_22,Male
38280925,2019-09-30,Other,23_to_27,Female
44965130,2020-02-01,HCMC,unknown,Female
46381068,2019-08-18,HCMC,18_to_22,Male
41843225,2018-08-03,HN,18_to_22,Male
42451994,2018-08-05,Other,18_to_22,Male
39309103,2019-05-26,HCMC,23_to_27,Male
16963258,2020-01-08,HCMC,33_to_37,Male
35163560,2019-06-26,Other,23_to_27,Male
41657717,2018-08-12,Other,28_to_32,Male
51783379,2020-01-22,HCMC,28_to_32,Female
28172661,2018-03-29,HN,28_to_32,Female
46338197,2019-12-27,Other,>37,Female
48968020,2019-08-30,Other,23_to_27,Male
44059383,2019-12-11,Other,23_to_27,Female
44076069,2018-11-02,HCMC,18_to_22,Male
36980783,2017-06-06,Other,18_to_22,Male
46974825,2019-05-03,Other,23_to_27,Male
54856017,2020-03-28,Unknown,>37,Male
43827403,2019-09-20,Other,18_to_22,Male
48907663,2019-08-30,Other,>37,Male
34542683,2019-10-11,Other,28_to_32,Male
35128983,2018-01-06,HCMC,28_to_32,Female
49241894,2019-11-12,Other,unknown,Female
51253261,2020-02-22,Other,unknown,Female
42534173,2018-07-21,Other,28_to_32,Male
55532716,2020-08-14,Other,28_to_32,Male
34292758,2020-09-02,HN,33_to_37,Male
54937811,2020-03-31,HCMC,18_to_22,Male
48387978,2019-11-09,Other,23_to_27,Male
47448038,2019-05-31,HN,18_to_22,Female
42940131,2018-09-07,HCMC,28_to_32,Male
51994121,2020-01-16,Other,unknown,Male
53405522,2020-04-30,HCMC,23_to_27,Male
27527361,2019-08-17,HN,28_to_32,Male
41876675,2018-05-24,Unknown,18_to_22,Female
39819942,2017-10-25,Other,28_to_32,Female
50131589,2019-10-22,Other,>37,Female
53345735,2020-02-28,HCMC,18_to_22,Male
27302209,2020-01-24,HCMC,23_to_27,Male
45150801,2019-10-23,HN,33_to_37,Male
38577470,2019-12-25,HN,28_to_32,Male
44332190,2020-03-19,HCMC,>37,Female
46817530,2019-04-24,HN,18_to_22,Male
48267376,2019-12-24,HN,18_to_22,Male
45031858,2019-01-26,HN,>37,Female
56716976,2020-06-25,Other,23_to_27,Male
1913011,2019-10-04,Other,28_to_32,Male
45479887,2019-05-08,HCMC,23_to_27,Male
48452279,2019-11-10,HCMC,18_to_22,Female
54811542,2020-03-26,Other,33_to_37,Male
21817611,2018-12-08,Unknown,>37,Female
46948765,2019-05-12,HCMC,>37,Female
51219929,2019-12-18,Other,33_to_37,Male
35278033,2019-05-29,HCMC,23_to_27,Male
46663469,2019-04-10,Other,18_to_22,Female
53579634,2020-04-15,Other,33_to_37,Male
41870951,2019-05-07,Unknown,28_to_32,Female
44223577,2019-10-29,HCMC,28_to_32,Male
47560361,2019-08-27,Other,33_to_37,Female
8964401,2020-01-31,HCMC,23_to_27,Female
48262443,2019-07-31,HCMC,33_to_37,Male
41831960,2019-07-28,Other,28_to_32,Female
50040397,2020-02-25,HCMC,18_to_22,Female
47525253,2019-12-09,HCMC,18_to_22,Male
39098007,2019-08-07,HCMC,23_to_27,Male
22851257,2019-03-05,HCMC,18_to_22,Male
56445015,2020-06-10,Other,18_to_22,Female
50524919,2019-11-06,Other,28_to_32,Male
50430242,2019-11-02,Other,18_to_22,Female
50841969,2019-11-16,Other,28_to_32,Male
47710925,2019-06-18,HCMC,unknown,Male
55717087,2020-05-12,Other,18_to_22,Male
50077296,2019-10-21,HN,unknown,Female
48276909,2019-07-23,Other,unknown,Male
53495729,2020-03-10,Other,23_to_27,Male
13960083,2018-12-04,HCMC,23_to_27,Male
49218407,2019-09-08,Other,23_to_27,Male
48523666,2019-10-27,Unknown,unknown,Female
53771478,2020-02-19,Unknown,18_to_22,Male
36384065,2019-01-18,Other,>37,Male
56708425,2020-08-16,Unknown,unknown,Female
38785276,2020-03-27,Other,33_to_37,Male
47131186,2019-11-29,HCMC,unknown,Female
27129255,2020-02-16,HCMC,>37,Female
50552653,2019-11-06,Other,unknown,Female
52913133,2020-06-20,Other,33_to_37,Female
43771767,2019-05-12,Other,23_to_27,Male
46917574,2019-09-10,Other,23_to_27,Male
37660817,2019-03-18,Other,28_to_32,Male
9041454,2019-03-04,HCMC,23_to_27,Male
35772529,2016-07-28,HN,28_to_32,Female
49067698,2020-08-13,Other,unknown,Female
41624485,2018-04-17,Other,unknown,Female
796379,2017-12-04,Other,33_to_37,Male
46404557,2019-04-06,HCMC,33_to_37,Male
40270777,2017-11-28,HCMC,28_to_32,Male
17574477,2019-04-24,Other,23_to_27,Male
32020088,2016-09-16,HN,23_to_27,Male
45932217,2020-08-11,Other,18_to_22,Male
33527677,2017-12-20,HN,23_to_27,Male
39245318,2018-12-20,Unknown,23_to_27,Male
3464946,2019-06-25,Other,>37,Male
49638527,2019-10-13,Unknown,23_to_27,Male
45462538,2019-02-28,Other,23_to_27,Male
9393571,2020-05-03,Other,>37,Male
56222653,2020-06-16,Other,33_to_37,Male
56408197,2020-06-22,Other,>37,Female
14078851,2020-02-19,Other,28_to_32,Male
45866606,2019-02-22,Other,28_to_32,Female
44446452,2019-05-23,HN,33_to_37,Male
46240050,2019-06-14,HN,18_to_22,Male
45996304,2020-09-09,Other,33_to_37,Male
54841983,2020-04-12,Other,23_to_27,Male
12343777,2019-11-13,HCMC,18_to_22,Female
46077937,2019-03-03,Other,23_to_27,Male
40630447,2018-05-16,Other,28_to_32,Male
22786715,2017-03-03,HCMC,unknown,Male
41385522,2019-03-14,Other,23_to_27,Female
34925312,2018-04-12,Other,23_to_27,Male
20568671,2017-04-14,HN,23_to_27,Male
48400019,2020-01-09,HN,18_to_22,Female
33358098,2020-06-07,Other,33_to_37,Male
41081379,2019-04-13,HCMC,>37,Male
46509445,2019-04-08,Other,unknown,Male
56317879,2020-06-17,Other,unknown,Female
41569243,2018-04-12,HCMC,33_to_37,Male
36991093,2017-01-02,Other,>37,Female
47669625,2019-06-29,HN,18_to_22,Female
46930667,2019-04-26,Other,23_to_27,Male
47065197,2019-12-28,Other,23_to_27,Female
38450633,2019-03-25,Other,unknown,Female
41863894,2018-11-30,HCMC,23_to_27,Female
1741012,2017-08-04,HCMC,28_to_32,Female
47873121,2019-09-07,Other,unknown,Female
3064725,2017-04-10,HCMC,28_to_32,Male
41402333,2018-03-31,Other,23_to_27,Male
53864357,2020-03-13,Other,23_to_27,Male
10485215,2019-03-19,HCMC,unknown,Female
29818550,2019-12-25,HCMC,33_to_37,Male
56157634,2020-10-11,Other,unknown,Male
51814862,2019-12-19,Unknown,unknown,Male
42257271,2018-06-26,Other,28_to_32,Male
50003502,2020-02-13,Other,23_to_27,Male
54859489,2020-03-28,Other,18_to_22,Female
40270555,2019-01-31,HCMC,28_to_32,Male
41470942,2018-04-18,Other,28_to_32,Male
6746432,2020-05-02,HCMC,23_to_27,Female
39177562,2019-12-03,HN,18_to_22,Male
28923347,2018-04-08,Other,23_to_27,Female
36910469,2016-12-30,HCMC,23_to_27,Female
39910049,2018-03-29,HN,23_to_27,Male
38283720,2017-03-15,Other,28_to_32,Male
48021526,2019-09-06,Other,23_to_27,Female
53716375,2020-02-25,HCMC,23_to_27,Male
53085333,2020-01-31,HCMC,unknown,Female
29491574,2018-09-25,HCMC,33_to_37,Male
44936521,2019-01-10,Other,>37,Male
44494537,2019-07-31,Other,23_to_27,Male
54004678,2020-03-07,Other,unknown,Male
30561763,2019-07-17,HN,unknown,Female
42494550,2019-11-16,Other,28_to_32,Male
50375614,2019-10-31,HCMC,18_to_22,Female
37382945,2019-05-30,HCMC,33_to_37,Female
36624249,2018-08-30,Other,33_to_37,Male
50949622,2020-01-27,Other,18_to_22,Male
48148039,2019-07-15,Other,28_to_32,Female
47595875,2019-06-20,HN,18_to_22,Female
24494279,2018-04-14,HCMC,28_to_32,Female
53048674,2020-02-01,HN,23_to_27,Male
39805980,2018-05-26,Other,18_to_22,Male
36398325,2016-10-20,HN,28_to_32,Male
46164987,2019-03-27,HCMC,unknown,Male
20155300,2017-11-01,Other,28_to_32,Female
42960183,2018-08-19,Other,>37,Male
47736832,2019-06-24,Other,28_to_32,Female
32929947,2018-03-26,Other,28_to_32,Male
46630048,2019-09-11,Other,18_to_22,Male
46699512,2020-01-22,Other,>37,Male
43480658,2019-10-22,Other,23_to_27,Female
4460007,2020-01-28,Other,28_to_32,Female
9295109,2020-10-05,Other,33_to_37,Male
53252016,2020-02-05,Other,18_to_22,Male
58789579,2020-10-22,HCMC,33_to_37,Male
49112955,2019-10-02,Other,unknown,Male
2239283,2020-09-17,Other,unknown,Male
32463311,2019-10-02,Other,unknown,Female
43883351,2018-11-26,Other,23_to_27,Male
29557742,2020-02-02,Other,>37,Male
34087235,2017-09-24,Other,23_to_27,Male
37426007,2017-03-10,HCMC,28_to_32,Male
56787544,2020-07-02,Other,unknown,Female
46122439,2020-03-20,HCMC,28_to_32,Female
47579827,2019-06-11,HCMC,18_to_22,Female
54602877,2020-03-20,Other,28_to_32,Female
40494111,2017-12-06,Other,33_to_37,Male
46321745,2020-09-16,Other,unknown,Male
35249508,2019-11-26,HCMC,23_to_27,Male
48053436,2019-09-03,HCMC,33_to_37,Male
54180275,2020-03-07,Other,23_to_27,Female
49993149,2019-12-30,Other,unknown,Male
43218847,2018-09-17,HCMC,18_to_22,Male
46446617,2019-04-13,HCMC,23_to_27,Male
42634931,2020-02-05,HCMC,unknown,Male
53087617,2020-05-17,Other,18_to_22,Male
28376446,2020-08-30,Other,unknown,Female
43219758,2020-04-30,Other,28_to_32,Male
48974288,2019-09-07,Unknown,23_to_27,Female
49658538,2020-04-10,Other,23_to_27,Female
49171786,2019-09-19,HCMC,28_to_32,Female
41325979,2019-04-26,HCMC,23_to_27,Male
15713496,2020-11-02,Unknown,unknown,Male
38844044,2018-01-19,Other,28_to_32,Female
40834639,2018-11-22,HCMC,23_to_27,Male
49351695,2020-04-23,Other,23_to_27,Male
40841488,2019-09-26,HCMC,>37,Male
43768107,2019-08-26,HCMC,unknown,Female
39092986,2018-05-06,HCMC,23_to_27,Female
13237727,2020-02-16,Other,28_to_32,Male
57909228,2020-08-17,Other,23_to_27,Female
21782975,2016-01-04,Other,unknown,Male
53020637,2020-02-04,Other,33_to_37,Male
41383022,2018-03-25,Other,23_to_27,Female
45681210,2019-06-25,HN,unknown,Male
49597259,2019-12-12,HN,28_to_32,Female
48078757,2019-07-11,HCMC,33_to_37,Female
47428397,2020-01-10,Other,18_to_22,Male
54596643,2020-04-13,Other,23_to_27,Female
20029968,2019-04-19,Other,28_to_32,Female
42106644,2019-11-03,Other,18_to_22,Male
55870831,2020-05-10,Other,28_to_32,Male
50284506,2020-02-21,Other,23_to_27,Male
37235798,2018-12-27,HN,18_to_22,Male
36525141,2020-07-11,HN,23_to_27,Male
42521029,2020-02-01,Other,23_to_27,Female
53966709,2020-02-26,Unknown,23_to_27,Male
52666457,2020-02-08,Other,28_to_32,Male
48945229,2019-11-05,Other,28_to_32,Male
40231425,2018-07-24,Other,23_to_27,Male
44552920,2018-12-17,Other,unknown,Female
24071987,2017-01-01,HCMC,33_to_37,Male
50150206,2019-10-23,HCMC,23_to_27,Male
1665666,2020-06-22,Other,33_to_37,Male
39831839,2019-05-10,HN,23_to_27,Male
39356946,2017-07-10,Other,28_to_32,Female
50489840,2019-11-05,HCMC,23_to_27,Male
43155015,2019-11-21,HN,18_to_22,Female
39486458,2018-07-27,HCMC,33_to_37,Male
30287627,2019-03-18,HN,23_to_27,Male
44324514,2019-11-17,HN,23_to_27,Male
48645562,2019-08-13,HCMC,23_to_27,Female
45644375,2020-02-10,Other,unknown,Male
35491272,2017-04-25,Other,23_to_27,Male
49109094,2019-09-14,Other,23_to_27,Female
47548676,2019-06-08,Other,unknown,Female
38564384,2018-03-07,HCMC,23_to_27,Female
47947635,2019-07-04,HCMC,28_to_32,Male
9800379,2017-08-29,Other,33_to_37,Female
41190224,2018-02-28,Other,33_to_37,Female
33425077,2017-03-18,Other,23_to_27,Female
49295204,2019-10-07,Other,23_to_27,Female
36826440,2019-07-06,HCMC,33_to_37,Female
53109780,2020-03-15,Other,18_to_22,Male
52486915,2020-03-28,Other,23_to_27,Male
45642830,2019-12-20,HCMC,23_to_27,Male
50104141,2019-10-21,Other,33_to_37,Male
51465202,2020-02-13,Other,23_to_27,Male
26465482,2019-06-12,HCMC,unknown,Male
34056093,2019-11-21,HCMC,>37,Male
40522344,2017-12-08,HCMC,18_to_22,Female
49168106,2019-09-05,Other,18_to_22,Male
59032240,2020-09-30,Other,>37,Female
50017147,2019-10-17,Other,unknown,Male
52341496,2020-01-05,Other,28_to_32,Female
48301058,2019-08-05,Other,28_to_32,Male
46952760,2020-08-27,HCMC,18_to_22,Female
47363700,2019-06-14,HCMC,33_to_37,Male
51160760,2019-11-27,Other,23_to_27,Female
42299903,2018-07-02,HCMC,28_to_32,Male
39530752,2020-08-25,HCMC,33_to_37,Female
44302749,2018-11-20,Other,28_to_32,Male
34048408,2020-07-19,Other,28_to_32,Male
48090843,2020-02-14,HCMC,28_to_32,Female
45178643,2020-03-15,HCMC,33_to_37,Male
32472246,2020-03-08,Unknown,23_to_27,Male
52184931,2020-03-29,HN,33_to_37,Male
43744372,2018-10-19,HN,18_to_22,Male
51433994,2019-12-06,Other,>37,Female
38399698,2019-10-11,Other,23_to_27,Male
7806865,2017-03-01,Other,28_to_32,Female
54330284,2020-04-03,Other,28_to_32,Male
42474876,2018-07-18,HN,23_to_27,Female
49033646,2020-12-27,HCMC,>37,Male
40423188,2017-11-26,HCMC,23_to_27,Male
6879738,2017-04-13,HCMC,>37,Female
55854542,2020-05-09,HN,28_to_32,Male
37384092,2017-04-29,HCMC,28_to_32,Female
39901739,2018-05-12,HN,>37,Male
40262859,2019-11-18,HCMC,>37,Female
50451459,2019-12-07,Other,>37,Female
2581097,2019-11-20,Other,unknown,Female
27624546,2020-03-24,HCMC,28_to_32,Male
49876632,2019-10-11,Other,23_to_27,Male
54038459,2020-04-04,Other,23_to_27,Male
52231699,2020-09-30,Other,33_to_37,Male
39428639,2020-04-30,Other,28_to_32,Male
32751207,2019-12-12,Other,18_to_22,Male
30213882,2020-02-14,HCMC,unknown,Female
48947051,2020-03-22,HN,33_to_37,Female
19866445,2019-08-10,Other,28_to_32,Male
53715217,2020-04-15,HCMC,18_to_22,Female
47544566,2019-06-07,HCMC,33_to_37,Male
44159644,2018-12-13,HCMC,33_to_37,Female
37166082,2018-02-06,Other,28_to_32,Male
40256072,2018-09-16,HN,28_to_32,Male
53284716,2020-02-06,HN,unknown,Male
56173906,2020-05-28,Unknown,unknown,Female
38986604,2019-11-23,Other,33_to_37,Male
46679715,2019-05-18,Other,28_to_32,Female
49356193,2019-10-16,Unknown,unknown,Female
40789888,2019-10-08,Other,unknown,Female
36146051,2019-01-16,HCMC,>37,Male
56532178,2020-10-05,HCMC,23_to_27,Male
42144034,2018-10-01,HCMC,23_to_27,Male
53358870,2020-02-15,HCMC,23_to_27,Male
43929089,2019-07-21,HCMC,23_to_27,Male
6025394,2019-07-31,Other,>37,Male
40623109,2019-10-10,HCMC,28_to_32,Female
49770258,2019-10-05,Other,28_to_32,Male
43433509,2019-01-01,Other,23_to_27,Male
15664227,2020-03-16,Other,23_to_27,Male
16505089,2020-05-08,Other,23_to_27,Male
48537232,2019-09-21,HN,23_to_27,Male
56736363,2020-06-25,Other,33_to_37,Male
48090878,2020-04-18,HN,33_to_37,Male
52506367,2020-04-11,HN,23_to_27,Female
41042524,2018-07-03,HCMC,23_to_27,Female
46770506,2019-12-05,HCMC,33_to_37,Male
8705433,2019-08-30,HCMC,33_to_37,Male
4748610,2019-09-29,Other,28_to_32,Female
42143884,2018-06-18,HN,>37,Male
4151091,2017-12-22,HCMC,>37,Female
49710201,2019-12-02,HN,18_to_22,Male
4740210,2018-02-09,HCMC,33_to_37,Female
42450559,2019-05-26,Other,unknown,Female
43406246,2018-09-28,HCMC,unknown,Female
52529157,2020-01-29,HCMC,unknown,Male
59995816,2020-11-07,Other,unknown,Male
34874938,2019-06-12,HCMC,28_to_32,Male
49294213,2019-09-13,Other,23_to_27,Male
37584275,2017-09-20,Other,>37,Female
9036460,2020-07-10,Other,23_to_27,Male
35983031,2018-09-22,Other,18_to_22,Male
29221414,2019-06-14,HN,23_to_27,Male
49467264,2020-01-08,Other,18_to_22,Female
29839729,2017-08-30,Other,unknown,Male
44477521,2019-10-20,HCMC,33_to_37,Male
33713578,2016-06-07,Unknown,33_to_37,Male
47309494,2019-11-30,Other,23_to_27,Male
49364156,2019-10-05,HN,>37,Male
49109413,2020-01-22,HCMC,18_to_22,Male
43987269,2019-08-21,Other,23_to_27,Male
38922057,2020-09-07,HN,unknown,Female
36966961,2020-03-16,Unknown,23_to_27,Female
27051846,2018-04-04,HCMC,33_to_37,Male
41185259,2018-03-25,Other,28_to_32,Male
43738268,2018-11-06,HN,unknown,Male
57142054,2020-07-15,Other,23_to_27,Male
35935811,2016-08-12,HN,23_to_27,Female
60577894,2020-11-26,Unknown,23_to_27,Male
53221849,2020-02-11,Other,unknown,Male
13873576,2016-12-23,HCMC,33_to_37,Male
17366822,2020-03-10,Other,23_to_27,Male
41647988,2020-05-17,Other,unknown,Male
15645746,2020-04-02,Unknown,unknown,Male
31755459,2018-09-08,Other,23_to_27,Male
46986503,2019-12-17,HCMC,18_to_22,Male
52065216,2020-08-05,Other,33_to_37,Female
36351585,2016-10-28,Other,28_to_32,Male
13641031,2020-01-14,Other,33_to_37,Male
39826477,2019-01-30,Other,28_to_32,Female
46516064,2019-03-28,Other,23_to_27,Male
49052041,2019-10-01,Other,28_to_32,Female
38233802,2020-09-26,Other,18_to_22,Female
50104548,2019-10-21,Other,28_to_32,Male
11299840,2019-11-13,Other,>37,Male
50189724,2019-11-27,Other,23_to_27,Male
21765132,2017-06-23,Unknown,unknown,Female
44097715,2018-11-04,HCMC,>37,Male
45401895,2019-07-30,HCMC,28_to_32,Male
54352350,2020-03-22,Other,23_to_27,Male
42687163,2018-07-26,HN,23_to_27,Male
41421253,2018-04-20,Other,unknown,Male
31299624,2018-10-03,Other,>37,Male
40138890,2017-11-01,HCMC,>37,Female
53506712,2020-10-13,HCMC,33_to_37,Male
45593345,2019-02-21,Other,28_to_32,Female
50279603,2019-10-29,Other,unknown,Male
16957782,2016-11-14,HCMC,28_to_32,Female
52499810,2020-01-11,Other,unknown,Female
4182714,2018-09-25,Other,unknown,Male
5027033,2019-12-07,Other,unknown,Male
39442454,2019-12-27,HN,23_to_27,Female
52429643,2020-01-09,Other,unknown,Female
5370433,2019-09-21,Other,18_to_22,Male
50989773,2019-11-26,Other,18_to_22,Female
24087947,2017-12-04,Other,33_to_37,Female
57106727,2020-07-14,Other,unknown,Male
36125657,2016-10-07,HCMC,23_to_27,Female
49136263,2019-09-04,Other,23_to_27,Female
27572385,2019-12-30,Other,18_to_22,Male
19675077,2019-02-18,Unknown,28_to_32,Male
46506511,2020-11-02,Other,23_to_27,Male
2338603,2020-04-06,Other,28_to_32,Female
55914497,2020-07-12,HCMC,23_to_27,Male
48281649,2019-08-26,Other,18_to_22,Female
21325886,2019-01-29,HCMC,33_to_37,Female
50315600,2019-11-09,HCMC,28_to_32,Male
39244584,2020-04-04,Other,unknown,Female
55712399,2020-05-03,Other,unknown,Female
49455172,2019-09-21,HCMC,18_to_22,Male
44438004,2018-12-07,Other,unknown,Female
35659735,2017-11-25,Other,unknown,Female
33702498,2018-11-15,Other,28_to_32,Female
49032098,2019-09-12,Other,18_to_22,Male
53172647,2020-02-06,Other,23_to_27,Male
54224603,2020-03-20,Other,23_to_27,Male
50097752,2020-03-30,HCMC,33_to_37,Male
50258815,2019-10-30,HN,23_to_27,Male
42246914,2020-08-16,Other,23_to_27,Female
54550317,2020-06-22,Other,23_to_27,Male
42476602,2018-11-22,Unknown,23_to_27,Male
28310839,2020-05-11,HCMC,33_to_37,Female
48980946,2019-10-22,HCMC,18_to_22,Female
41219537,2020-03-22,HCMC,28_to_32,Male
39522333,2020-08-24,Other,33_to_37,Male
1762340,2018-11-30,HCMC,28_to_32,Male
28284368,2017-06-06,Other,28_to_32,Male
35823536,2016-07-30,Unknown,28_to_32,Male
1046729,2018-08-01,Other,23_to_27,Male
38898363,2020-03-09,HN,23_to_27,Male
44417646,2019-08-07,HN,33_to_37,Male
29778700,2020-12-10,HCMC,18_to_22,Male
53803377,2020-02-20,Other,33_to_37,Female
52017430,2020-01-14,HN,18_to_22,Female
36389264,2018-07-25,HN,28_to_32,Female
52425028,2020-01-13,HN,unknown,Male
14077294,2016-07-15,HCMC,>37,Male
56307196,2020-07-10,Unknown,33_to_37,Female
32192208,2019-07-09,HCMC,23_to_27,Male
13975895,2017-02-28,Other,unknown,Female
47198157,2019-05-16,Unknown,23_to_27,Male
53182220,2020-02-03,Other,23_to_27,Female
51811016,2020-01-16,Other,23_to_27,Female
46530357,2019-04-12,HCMC,23_to_27,Male
51556860,2019-12-10,HCMC,unknown,Female
41772110,2019-12-10,HCMC,33_to_37,Male
35011313,2016-02-08,HCMC,23_to_27,Male
49249788,2019-09-11,Other,28_to_32,Male
34922975,2019-11-23,Other,28_to_32,Female
49755109,2019-12-31,HCMC,33_to_37,Male
50787941,2019-11-14,Other,unknown,Female
46629535,2019-05-21,HCMC,18_to_22,Male
50727312,2019-11-12,Other,23_to_27,Male
44757772,2019-09-21,Other,23_to_27,Female
50411903,2020-02-05,HCMC,23_to_27,Female
33677187,2020-03-23,Unknown,unknown,Male
54320143,2020-04-08,HCMC,18_to_22,Male
